absolute_magnitude_h,estimated_diameter_min,estimated_diameter_max,relative_velocity,miss_distance,hazardous
14.33,3618.7199659945,8091.7038354994,17.5293417251,0.2183166358,False
14.33,3618.7199659945,8091.7038354994,20.7376099013,0.2847191975,False
14.33,3618.7199659945,8091.7038354994,16.501485273,0.1898205199,False
14.33,3618.7199659945,8091.7038354994,21.6721942417,0.3163573817,False
14.33,3618.7199659945,8091.7038354994,15.8249158006,0.1731469215,False
14.33,3618.7199659945,8091.7038354994,22.1284659741,0.3313954192,False
14.33,3618.7199659945,8091.7038354994,15.6456886554,0.1691695276,False
14.33,3618.7199659945,8091.7038354994,22.1411816773,0.3319953342,False
14.33,3618.7199659945,8091.7038354994,15.9507894309,0.1762268408,False
14.33,3618.7199659945,8091.7038354994,21.6186980226,0.3148815966,False
14.33,3618.7199659945,8091.7038354994,16.7700391528,0.1977211715,False
14.33,3618.7199659945,8091.7038354994,20.5107429936,0.2779046918,False
14.33,3618.7199659945,8091.7038354994,18.0731058906,0.2345288266,False
14.33,3618.7199659945,8091.7038354994,19.0674645673,0.2304300465,False
14.33,3618.7199659945,8091.7038354994,19.5967704128,0.2804656335,False
14.33,3618.7199659945,8091.7038354994,17.4221232573,0.1765118184,False
14.33,3618.7199659945,8091.7038354994,21.1371440198,0.3297121986,False
14.33,3618.7199659945,8091.7038354994,15.8643552276,0.1258391057,False
14.33,3618.7199659945,8091.7038354994,22.4753579731,0.3731893718,False
14.33,3618.7199659945,8091.7038354994,14.6894962343,0.090306867,False
14.33,3618.7199659945,8091.7038354994,23.3230157817,0.4006143574,False
14.33,3618.7199659945,8091.7038354994,14.0743299404,0.0740212334,False
14.33,3618.7199659945,8091.7038354994,23.5445513117,0.4083940785,False
14.33,3618.7199659945,8091.7038354994,14.1324834629,0.0754024526,False
14.33,3618.7199659945,8091.7038354994,23.0667418006,0.3928261718,False
14.33,3618.7199659945,8091.7038354994,14.9218158086,0.0973054612,False
14.33,3618.7199659945,8091.7038354994,10.9332547638,0.0807396642,False
14.33,3618.7199659945,8091.7038354994,22.0184310715,0.358718646,False
14.33,3618.7199659945,8091.7038354994,16.1001818157,0.1337139896,False
14.33,3618.7199659945,8091.7038354994,20.7737820047,0.3194789258,False
14.33,3618.7199659945,8091.7038354994,17.4237238205,0.1765812878,False
14.33,3618.7199659945,8091.7038354994,19.5416518184,0.2808827494,False
14.33,3618.7199659945,8091.7038354994,18.6442592202,0.2173412805,False
14.33,3618.7199659945,8091.7038354994,8.6830997811,0.1375277864,False
14.33,3618.7199659945,8091.7038354994,18.5321376657,0.2503139927,False
14.33,3618.7199659945,8091.7038354994,19.4905141792,0.2456289649,False
16.1,1601.6033797856,3581.2940301941,12.3118839477,0.2670368036,True
16.1,1601.6033797856,3581.2940301941,24.2864169693,0.2394718304,True
16.1,1601.6033797856,3581.2940301941,11.6407154934,0.0657750217,True
16.1,1601.6033797856,3581.2940301941,16.7859825713,0.3733808195,True
16.1,1601.6033797856,3581.2940301941,28.157208395,0.3615120032,True
16.1,1601.6033797856,3581.2940301941,14.0368561276,0.3296987959,True
16.1,1601.6033797856,3581.2940301941,11.6496416759,0.0862901446,True
16.1,1601.6033797856,3581.2940301941,17.7831959634,0.0282673587,True
16.1,1601.6033797856,3581.2940301941,15.2930656708,0.0750033401,True
16.1,1601.6033797856,3581.2940301941,11.8104515738,0.24243068,True
16.1,1601.6033797856,3581.2940301941,23.0318502594,0.1984574008,True
16.1,1601.6033797856,3581.2940301941,11.6479168315,0.0506596674,True
16.1,1601.6033797856,3581.2940301941,16.2706184695,0.3618728656,True
16.1,1601.6033797856,3581.2940301941,31.1412895393,0.4669161065,True
16.1,1601.6033797856,3581.2940301941,13.5220980346,0.0099470145,True
16.1,1601.6033797856,3581.2940301941,27.6586337057,0.3455829001,True
16.1,1601.6033797856,3581.2940301941,12.9666963695,0.3082582287,True
16.1,1601.6033797856,3581.2940301941,12.171736312,0.1854304155,True
16.1,1601.6033797856,3581.2940301941,22.6578601765,0.1863195905,True
16.1,1601.6033797856,3581.2940301941,11.6320528591,0.0695227191,True
16.1,1601.6033797856,3581.2940301941,16.6762101867,0.3748364873,True
16.1,1601.6033797856,3581.2940301941,18.7763172256,0.0554813667,True
16.1,1601.6033797856,3581.2940301941,15.8094108633,0.0586981361,True
16.1,1601.6033797856,3581.2940301941,11.5653996669,0.0852798506,True
16.1,1601.6033797856,3581.2940301941,15.3278950319,0.3422804801,True
16.1,1601.6033797856,3581.2940301941,29.9273382483,0.427862475,True
16.1,1601.6033797856,3581.2940301941,29.6490578069,0.4110714702,True
16.1,1601.6033797856,3581.2940301941,14.5083738311,0.3388135858,True
16.1,1601.6033797856,3581.2940301941,11.6549156161,0.089389322,True
16.1,1601.6033797856,3581.2940301941,15.2288440539,0.0752460302,True
16.1,1601.6033797856,3581.2940301941,19.1791140552,0.0714216839,True
16.1,1601.6033797856,3581.2940301941,16.7835837835,0.373143637,True
16.1,1601.6033797856,3581.2940301941,11.8749961822,0.0697946533,True
16.1,1601.6033797856,3581.2940301941,23.5545796091,0.2116190755,True
16.1,1601.6033797856,3581.2940301941,11.4187987252,0.2128176064,True
16.1,1601.6033797856,3581.2940301941,12.7071087729,0.2793585411,True
16.1,1601.6033797856,3581.2940301941,25.9362973804,0.2958099373,True
16.1,1601.6033797856,3581.2940301941,20.8671716884,0.1431676422,True
16.1,1601.6033797856,3581.2940301941,12.9032956477,0.0579803349,True
16.1,1601.6033797856,3581.2940301941,16.1277929545,0.366852004,True
16.1,1601.6033797856,3581.2940301941,17.9824580983,0.0352917565,True
16.1,1601.6033797856,3581.2940301941,16.1497802421,0.0497604979,True
16.1,1601.6033797856,3581.2940301941,11.1822792478,0.0611389785,True
16.1,1601.6033797856,3581.2940301941,14.6272837434,0.3270693302,True
16.1,1601.6033797856,3581.2940301941,28.2355240266,0.37194122,True
16.1,1601.6033797856,3581.2940301941,11.6017779443,0.0868039376,True
16.1,1601.6033797856,3581.2940301941,16.1403337343,0.3663630819,True
16.1,1601.6033797856,3581.2940301941,20.3379227865,0.1066155114,True
16.1,1601.6033797856,3581.2940301941,13.5791256963,0.1319297101,True
16.1,1601.6033797856,3581.2940301941,14.3167441269,0.0083048194,True
16.1,1601.6033797856,3581.2940301941,14.4808914437,0.0586216742,True
16.1,1601.6033797856,3581.2940301941,14.5720528083,0.0979258026,True
16.1,1601.6033797856,3581.2940301941,17.506968907,0.0333073898,True
16.1,1601.6033797856,3581.2940301941,12.7346379274,0.0777176569,True
16.1,1601.6033797856,3581.2940301941,11.8522570608,0.2094434986,True
16.1,1601.6033797856,3581.2940301941,21.1514523874,0.1355408833,True
16.1,1601.6033797856,3581.2940301941,11.6941874771,0.0887057912,True
16.1,1601.6033797856,3581.2940301941,13.8287019325,0.3079591487,True
16.1,1601.6033797856,3581.2940301941,25.4138128274,0.2778632527,True
16.1,1601.6033797856,3581.2940301941,16.1516851213,0.3578626379,True
16.1,1601.6033797856,3581.2940301941,30.0485298187,0.4307636053,True
16.1,1601.6033797856,3581.2940301941,16.8982622405,0.3755841928,True
16.1,1601.6033797856,3581.2940301941,11.6439536389,0.0810306225,True
16.1,1601.6033797856,3581.2940301941,30.7110705056,0.445050172,True
16.1,1601.6033797856,3581.2940301941,15.8757931686,0.3620184154,True
16.1,1601.6033797856,3581.2940301941,25.4277387764,0.2730127764,True
16.1,1601.6033797856,3581.2940301941,12.9803430925,0.307997983,True
16.1,1601.6033797856,3581.2940301941,11.6504648491,0.0693941951,True
16.1,1601.6033797856,3581.2940301941,20.5862354413,0.1143825116,True
16.1,1601.6033797856,3581.2940301941,12.1054356358,0.1847171095,True
16.1,1601.6033797856,3581.2940301941,15.8509696012,0.0577754746,True
16.1,1601.6033797856,3581.2940301941,16.6822685345,0.0403537943,True
16.1,1601.6033797856,3581.2940301941,11.8358890671,0.2145655126,True
16.1,1601.6033797856,3581.2940301941,21.5529835224,0.1501010195,True
16.1,1601.6033797856,3581.2940301941,11.9628962848,0.0509239178,True
16.1,1601.6033797856,3581.2940301941,19.7075641995,0.1352019973,True
16.1,1601.6033797856,3581.2940301941,15.1283520212,0.3363265765,True
16.1,1601.6033797856,3581.2940301941,27.9465253227,0.3626628618,True
16.1,1601.6033797856,3581.2940301941,16.8986177422,0.3752223343,True
16.1,1601.6033797856,3581.2940301941,11.5985805454,0.0810132792,True
16.1,1601.6033797856,3581.2940301941,29.0830651232,0.3923399883,True
16.1,1601.6033797856,3581.2940301941,15.0373234005,0.3484763516,True
16.1,1601.6033797856,3581.2940301941,22.4485742057,0.1750116686,True
16.1,1601.6033797856,3581.2940301941,11.1464796344,0.233519321,True
15.44,2170.4759430711,4853.331752235,18.079538445,0.0894324149,False
15.44,2170.4759430711,4853.331752235,19.8211138964,0.2168017025,False
15.44,2170.4759430711,4853.331752235,15.6406724656,0.1742220545,False
15.44,2170.4759430711,4853.331752235,15.3983350818,0.1768684219,False
15.44,2170.4759430711,4853.331752235,16.2935277481,0.0984644531,False
15.44,2170.4759430711,4853.331752235,15.3032326706,0.1796546835,False
15.44,2170.4759430711,4853.331752235,15.4520185555,0.1820280036,False
15.44,2170.4759430711,4853.331752235,17.8563635677,0.1894094349,False
15.44,2170.4759430711,4853.331752235,20.2354305643,0.2371770559,False
15.44,2170.4759430711,4853.331752235,22.6518728569,0.3063343265,False
15.44,2170.4759430711,4853.331752235,24.2545555506,0.3600312698,False
15.44,2170.4759430711,4853.331752235,26.4321538468,0.4296532456,False
15.44,2170.4759430711,4853.331752235,21.6938338931,0.277291319,False
15.44,2170.4759430711,4853.331752235,20.1511863591,0.2346115592,False
15.44,2170.4759430711,4853.331752235,18.0439420136,0.1931272779,False
15.44,2170.4759430711,4853.331752235,18.8827202361,0.2036380577,False
15.44,2170.4759430711,4853.331752235,22.6619669116,0.3061776203,False
15.44,2170.4759430711,4853.331752235,27.3355296428,0.4727586965,False
15.44,2170.4759430711,4853.331752235,26.6634410788,0.4415087162,False
15.44,2170.4759430711,4853.331752235,20.6973847809,0.2858842539,False
15.44,2170.4759430711,4853.331752235,15.114967398,0.2257334627,False
15.44,2170.4759430711,4853.331752235,10.9653903198,0.2804737744,False
14.88,2809.0209394899,6281.1617709197,22.5061437991,0.2966429451,False
14.88,2809.0209394899,6281.1617709197,15.4113288985,0.35270991,False
14.88,2809.0209394899,6281.1617709197,21.1217870027,0.1472282098,False
14.88,2809.0209394899,6281.1617709197,32.4205199237,0.4983284197,False
14.88,2809.0209394899,6281.1617709197,24.1756507684,0.4465208478,False
14.88,2809.0209394899,6281.1617709197,32.672160012,0.4814444109,False
14.88,2809.0209394899,6281.1617709197,20.9598170177,0.3346874757,False
14.88,2809.0209394899,6281.1617709197,21.7701361171,0.2642493756,False
14.88,2809.0209394899,6281.1617709197,25.1725070671,0.3318938856,False
14.88,2809.0209394899,6281.1617709197,13.9433405085,0.4402926741,False
14.88,2809.0209394899,6281.1617709197,13.0677488281,0.4620555564,False
14.88,2809.0209394899,6281.1617709197,23.8982813145,0.4927127771,False
14.88,2809.0209394899,6281.1617709197,23.3375041193,0.4132384495,False
14.88,2809.0209394899,6281.1617709197,29.0294763525,0.3873546867,False
14.88,2809.0209394899,6281.1617709197,21.7425233573,0.1227346347,False
14.88,2809.0209394899,6281.1617709197,20.8798802525,0.3038602668,False
14.88,2809.0209394899,6281.1617709197,18.3847774985,0.2836506221,False
14.88,2809.0209394899,6281.1617709197,28.5894428984,0.4039523379,False
14.88,2809.0209394899,6281.1617709197,19.4592190667,0.495195659,False
14.88,2809.0209394899,6281.1617709197,24.4684130648,0.4733103111,False
14.88,2809.0209394899,6281.1617709197,22.1577792838,0.376213977,False
14.88,2809.0209394899,6281.1617709197,25.4823208801,0.3113953443,False
14.88,2809.0209394899,6281.1617709197,22.3316246724,0.2986989339,False
14.88,2809.0209394899,6281.1617709197,15.6518013924,0.346512469,False
14.88,2809.0209394899,6281.1617709197,23.5887896624,0.1382703348,False
14.88,2809.0209394899,6281.1617709197,32.0024589582,0.4912098023,False
14.88,2809.0209394899,6281.1617709197,24.2472288417,0.4469609288,False
14.88,2809.0209394899,6281.1617709197,32.9736299504,0.4942900311,False
14.88,2809.0209394899,6281.1617709197,21.3041574105,0.1322811671,False
14.88,2809.0209394899,6281.1617709197,21.0865863825,0.3376903384,False
14.88,2809.0209394899,6281.1617709197,22.0368738022,0.271174458,False
14.88,2809.0209394899,6281.1617709197,24.9859435769,0.3323167795,False
14.88,2809.0209394899,6281.1617709197,13.9797441763,0.4348851704,False
14.88,2809.0209394899,6281.1617709197,23.8245331571,0.4924242455,False
14.88,2809.0209394899,6281.1617709197,23.5114782136,0.4167746338,False
14.88,2809.0209394899,6281.1617709197,29.6168254483,0.406495145,False
14.88,2809.0209394899,6281.1617709197,20.8671818702,0.3093955147,False
14.88,2809.0209394899,6281.1617709197,18.9307970274,0.2817586087,False
14.88,2809.0209394899,6281.1617709197,22.2462622107,0.1238532913,False
14.88,2809.0209394899,6281.1617709197,27.9954597308,0.3942418633,False
14.88,2809.0209394899,6281.1617709197,18.8265506643,0.4917208316,False
14.88,2809.0209394899,6281.1617709197,24.4556435155,0.4752072456,False
14.88,2809.0209394899,6281.1617709197,22.4267292768,0.3819263807,False
14.88,2809.0209394899,6281.1617709197,26.1721008855,0.3299013333,False
14.88,2809.0209394899,6281.1617709197,21.9534542281,0.3001723192,False
14.88,2809.0209394899,6281.1617709197,16.2186312641,0.3331146755,False
14.88,2809.0209394899,6281.1617709197,31.1776200072,0.4728750011,False
14.88,2809.0209394899,6281.1617709197,21.7015277904,0.4993724075,False
14.88,2809.0209394899,6281.1617709197,24.4016555384,0.4536134701,False
14.88,2809.0209394899,6281.1617709197,24.0719118055,0.1477328973,False
14.88,2809.0209394899,6281.1617709197,21.4397456496,0.3495362105,False
14.88,2809.0209394899,6281.1617709197,23.1343263993,0.2855943891,False
14.88,2809.0209394899,6281.1617709197,24.0942489362,0.3218549135,False
14.88,2809.0209394899,6281.1617709197,14.3509718545,0.4076206241,False
14.88,2809.0209394899,6281.1617709197,21.3823951579,0.1307969358,False
14.88,2809.0209394899,6281.1617709197,23.4342762031,0.4946541906,False
14.88,2809.0209394899,6281.1617709197,23.8641237259,0.4263093603,False
14.88,2809.0209394899,6281.1617709197,30.8676783672,0.4441101993,False
14.88,2809.0209394899,6281.1617709197,20.8984445455,0.3208746918,False
14.88,2809.0209394899,6281.1617709197,20.2024318174,0.2774936946,False
14.88,2809.0209394899,6281.1617709197,26.6436142156,0.3683793021,False
14.88,2809.0209394899,6281.1617709197,13.7776570327,0.4840626925,False
14.88,2809.0209394899,6281.1617709197,16.8875842267,0.4813418337,False
14.88,2809.0209394899,6281.1617709197,24.278907691,0.4821097083,False
14.88,2809.0209394899,6281.1617709197,22.129969458,0.1241600653,False
14.88,2809.0209394899,6281.1617709197,23.0090566522,0.3975774937,False
14.88,2809.0209394899,6281.1617709197,27.8254804118,0.3704633177,False
14.88,2809.0209394899,6281.1617709197,21.3233216666,0.3039043062,False
14.88,2809.0209394899,6281.1617709197,17.5026746595,0.3080739151,False
14.88,2809.0209394899,6281.1617709197,29.56741454,0.4366046066,False
14.88,2809.0209394899,6281.1617709197,20.4645560247,0.4963403285,False
14.88,2809.0209394899,6281.1617709197,24.5244586363,0.464008435,False
14.88,2809.0209394899,6281.1617709197,22.0612956566,0.3674435773,False
14.88,2809.0209394899,6281.1617709197,24.9393938698,0.3152216789,False
14.88,2809.0209394899,6281.1617709197,23.4364257987,0.1391505469,False
14.88,2809.0209394899,6281.1617709197,22.7704262389,0.309427638,False
14.88,2809.0209394899,6281.1617709197,15.3164426299,0.3650266797,False
14.88,2809.0209394899,6281.1617709197,22.6096887074,0.4970194151,False
14.88,2809.0209394899,6281.1617709197,21.3340807687,0.1363060312,False
14.88,2809.0209394899,6281.1617709197,24.2330558768,0.4397682105,False
14.88,2809.0209394899,6281.1617709197,32.6983536986,0.4970178327,False
16.79,1165.6145946859,2606.3934692836,15.3280685679,0.3338783059,False
16.79,1165.6145946859,2606.3934692836,20.5734876066,0.1057370864,False
16.79,1165.6145946859,2606.3934692836,24.3577780605,0.3398885006,False
16.79,1165.6145946859,2606.3934692836,12.3056254897,0.3951999941,False
16.79,1165.6145946859,2606.3934692836,15.4226315674,0.4244076276,False
16.79,1165.6145946859,2606.3934692836,17.1998718992,0.3697196367,False
16.79,1165.6145946859,2606.3934692836,23.9225978282,0.4050472778,False
16.79,1165.6145946859,2606.3934692836,16.4113753372,0.1454944784,False
16.79,1165.6145946859,2606.3934692836,28.120090546,0.4529004107,False
16.79,1165.6145946859,2606.3934692836,11.8847166985,0.3202476313,False
16.79,1165.6145946859,2606.3934692836,10.2055961135,0.3857698814,False
16.79,1165.6145946859,2606.3934692836,18.6508071894,0.3976528259,False
16.79,1165.6145946859,2606.3934692836,20.3490067812,0.3227869134,False
16.79,1165.6145946859,2606.3934692836,12.1686285294,0.2360021659,False
16.79,1165.6145946859,2606.3934692836,19.5512110497,0.4189049581,False
16.79,1165.6145946859,2606.3934692836,17.0625349383,0.272303388,False
16.79,1165.6145946859,2606.3934692836,16.8133467522,0.0990086603,False
16.79,1165.6145946859,2606.3934692836,14.0006380418,0.1686383592,False
16.79,1165.6145946859,2606.3934692836,19.7965636687,0.4327761382,False
16.79,1165.6145946859,2606.3934692836,14.4553430119,0.2656284434,False
16.79,1165.6145946859,2606.3934692836,17.0143854344,0.1630590426,False
16.79,1165.6145946859,2606.3934692836,19.3668428927,0.4402310079,False
16.79,1165.6145946859,2606.3934692836,13.8501929813,0.2952122501,False
16.79,1165.6145946859,2606.3934692836,13.9005639845,0.059986368,False
16.79,1165.6145946859,2606.3934692836,18.38755177,0.07609277,False
16.79,1165.6145946859,2606.3934692836,20.5118976472,0.2337217781,False
16.79,1165.6145946859,2606.3934692836,12.7727596404,0.4586029489,False
16.79,1165.6145946859,2606.3934692836,18.0425693172,0.4388578026,False
16.79,1165.6145946859,2606.3934692836,15.3279094719,0.3343524158,False
16.79,1165.6145946859,2606.3934692836,24.3386744912,0.3405885483,False
16.79,1165.6145946859,2606.3934692836,12.2922542885,0.3948403255,False
16.79,1165.6145946859,2606.3934692836,15.4332016866,0.4241792254,False
16.79,1165.6145946859,2606.3934692836,17.2215918558,0.3701441175,False
16.79,1165.6145946859,2606.3934692836,23.8282527074,0.403682889,False
16.79,1165.6145946859,2606.3934692836,20.3407300352,0.1021164576,False
16.79,1165.6145946859,2606.3934692836,28.2534565469,0.4579449698,False
16.79,1165.6145946859,2606.3934692836,11.8938991427,0.3174633343,False
16.79,1165.6145946859,2606.3934692836,9.819952496,0.3835342649,False
16.79,1165.6145946859,2606.3934692836,18.7039488832,0.3982813399,False
16.79,1165.6145946859,2606.3934692836,20.2545945163,0.3217177855,False
16.79,1165.6145946859,2606.3934692836,16.4443414389,0.1475372408,False
16.79,1165.6145946859,2606.3934692836,12.1754056583,0.2358683786,False
16.79,1165.6145946859,2606.3934692836,19.5811409051,0.4188403857,False
16.79,1165.6145946859,2606.3934692836,16.9890853591,0.2723665241,False
16.79,1165.6145946859,2606.3934692836,14.047106942,0.1689300706,False
16.79,1165.6145946859,2606.3934692836,19.8224412127,0.432554202,False
16.79,1165.6145946859,2606.3934692836,14.4263112012,0.2664895135,False
16.79,1165.6145946859,2606.3934692836,16.9306171277,0.0950865295,False
16.79,1165.6145946859,2606.3934692836,16.9096388603,0.1634037171,False
16.79,1165.6145946859,2606.3934692836,19.403092806,0.4397483389,False
16.79,1165.6145946859,2606.3934692836,13.8293664126,0.2948872828,False
16.79,1165.6145946859,2606.3934692836,20.4767356625,0.2340879639,False
16.79,1165.6145946859,2606.3934692836,12.7924038478,0.4588266793,False
16.79,1165.6145946859,2606.3934692836,18.0632525516,0.4386789909,False
16.79,1165.6145946859,2606.3934692836,15.3413419641,0.3345998232,False
16.79,1165.6145946859,2606.3934692836,18.3867966697,0.0768519132,False
16.79,1165.6145946859,2606.3934692836,24.2562106909,0.3387578389,False
16.79,1165.6145946859,2606.3934692836,12.3019477833,0.3968270557,False
16.79,1165.6145946859,2606.3934692836,15.5287356322,0.4246190742,False
16.79,1165.6145946859,2606.3934692836,13.8248087662,0.0550422646,False
16.79,1165.6145946859,2606.3934692836,17.1548967693,0.3690093208,False
16.79,1165.6145946859,2606.3934692836,23.9773942813,0.4076925591,False
16.79,1165.6145946859,2606.3934692836,28.1075622651,0.4537675141,False
16.79,1165.6145946859,2606.3934692836,11.8977216123,0.3207411898,False
16.79,1165.6145946859,2606.3934692836,10.3445242533,0.3860962437,False
16.79,1165.6145946859,2606.3934692836,18.670023001,0.3975940185,False
16.79,1165.6145946859,2606.3934692836,20.3409212676,0.3239546578,False
16.79,1165.6145946859,2606.3934692836,20.4408362264,0.1048122103,False
16.79,1165.6145946859,2606.3934692836,12.1819000302,0.2371869552,False
16.79,1165.6145946859,2606.3934692836,19.5701055174,0.4182546862,False
16.79,1165.6145946859,2606.3934692836,17.0548220936,0.273608322,False
16.79,1165.6145946859,2606.3934692836,16.4759418108,0.1430774217,False
16.79,1165.6145946859,2606.3934692836,13.9709075904,0.1709265451,False
16.79,1165.6145946859,2606.3934692836,19.8470058453,0.432179901,False
16.79,1165.6145946859,2606.3934692836,14.452610382,0.2669711273,False
16.79,1165.6145946859,2606.3934692836,16.8758757671,0.1644810423,False
16.79,1165.6145946859,2606.3934692836,19.4345425085,0.4392601837,False
16.79,1165.6145946859,2606.3934692836,13.8004791225,0.294818688,False
16.79,1165.6145946859,2606.3934692836,17.0755823826,0.0912640061,False
16.79,1165.6145946859,2606.3934692836,20.3422583836,0.2312675303,False
16.79,1165.6145946859,2606.3934692836,12.8022199816,0.4609221586,False
16.79,1165.6145946859,2606.3934692836,18.1708004058,0.438675566,False
16.79,1165.6145946859,2606.3934692836,15.2831819598,0.3334169673,False
16.79,1165.6145946859,2606.3934692836,24.2037644061,0.3379605133,False
16.79,1165.6145946859,2606.3934692836,12.3284876714,0.3974007672,False
16.79,1165.6145946859,2606.3934692836,15.5814579046,0.4246654542,False
16.79,1165.6145946859,2606.3934692836,17.1739699894,0.3690042163,False
16.79,1165.6145946859,2606.3934692836,23.9774598411,0.4082752689,False
16.79,1165.6145946859,2606.3934692836,18.3494573031,0.0775239945,False
16.79,1165.6145946859,2606.3934692836,28.0880884951,0.453827075,False
16.79,1165.6145946859,2606.3934692836,11.8913099628,0.3220703743,False
16.79,1165.6145946859,2606.3934692836,10.4957690357,0.3869732337,False
16.79,1165.6145946859,2606.3934692836,18.65305339,0.3969451425,False
16.79,1165.6145946859,2606.3934692836,20.4059427976,0.3260756936,False
16.79,1165.6145946859,2606.3934692836,13.7649680753,0.0507065344,False
16.79,1165.6145946859,2606.3934692836,12.1648514768,0.2388836726,False
16.79,1165.6145946859,2606.3934692836,19.5630076974,0.4179242405,False
16.79,1165.6145946859,2606.3934692836,17.0353365469,0.2742634958,False
16.79,1165.6145946859,2606.3934692836,20.6496746741,0.109704332,False
16.79,1165.6145946859,2606.3934692836,13.9948139913,0.1716806378,False
16.79,1165.6145946859,2606.3934692836,19.8371548528,0.4319161106,False
16.79,1165.6145946859,2606.3934692836,14.4347726475,0.26759253,False
16.79,1165.6145946859,2606.3934692836,16.5062239927,0.1383610973,False
16.79,1165.6145946859,2606.3934692836,16.9242447104,0.166140836,False
16.79,1165.6145946859,2606.3934692836,19.4246125659,0.4391290148,False
16.79,1165.6145946859,2606.3934692836,13.814754317,0.2962202489,False
16.79,1165.6145946859,2606.3934692836,20.4365636986,0.2348037453,False
16.79,1165.6145946859,2606.3934692836,12.7830406752,0.4591551866,False
16.79,1165.6145946859,2606.3934692836,18.1327119921,0.4380625547,False
16.79,1165.6145946859,2606.3934692836,15.314287361,0.3345022813,False
16.79,1165.6145946859,2606.3934692836,17.0228503367,0.0942896244,False
16.79,1165.6145946859,2606.3934692836,24.2414531617,0.3403432151,False
16.79,1165.6145946859,2606.3934692836,12.3237894021,0.3962272545,False
16.79,1165.6145946859,2606.3934692836,15.5630612978,0.4241057888,False
16.79,1165.6145946859,2606.3934692836,17.2277734558,0.3698397064,False
16.79,1165.6145946859,2606.3934692836,23.8866465623,0.4071764121,False
16.79,1165.6145946859,2606.3934692836,28.2133771676,0.4589007107,False
16.79,1165.6145946859,2606.3934692836,11.8977662366,0.3184975878,False
16.79,1165.6145946859,2606.3934692836,10.021659386,0.384210695,False
16.79,1165.6145946859,2606.3934692836,18.7371412767,0.3980613363,False
16.79,1165.6145946859,2606.3934692836,20.1672196071,0.3223885438,False
16.79,1165.6145946859,2606.3934692836,18.1215268842,0.0781062958,False
16.79,1165.6145946859,2606.3934692836,12.2213507379,0.2340008078,False
16.79,1165.6145946859,2606.3934692836,19.6281290312,0.418939325,False
16.79,1165.6145946859,2606.3934692836,16.7976941615,0.2729933975,False
16.79,1165.6145946859,2606.3934692836,14.2412850457,0.168963894,False
16.79,1165.6145946859,2606.3934692836,19.8305449307,0.4324932874,False
16.79,1165.6145946859,2606.3934692836,14.2172114217,0.2700289517,False
16.79,1165.6145946859,2606.3934692836,13.7403421293,0.047664986,False
16.79,1165.6145946859,2606.3934692836,20.3919368542,0.1056336402,False
16.79,1165.6145946859,2606.3934692836,17.3299293159,0.172469819,False
16.79,1165.6145946859,2606.3934692836,19.3295280967,0.4393117426,False
16.79,1165.6145946859,2606.3934692836,13.9233429704,0.3010501664,False
16.79,1165.6145946859,2606.3934692836,16.528478631,0.145412193,False
16.79,1165.6145946859,2606.3934692836,20.8990226166,0.2482225167,False
16.79,1165.6145946859,2606.3934692836,12.7445084621,0.4512035877,False
16.79,1165.6145946859,2606.3934692836,17.8686215714,0.4368397052,False
16.79,1165.6145946859,2606.3934692836,15.5856166553,0.3401298149,False
16.79,1165.6145946859,2606.3934692836,27.0657500445,0.491868187,False
16.79,1165.6145946859,2606.3934692836,24.8091550599,0.3579011211,False
16.79,1165.6145946859,2606.3934692836,12.2375397283,0.3860482993,False
16.79,1165.6145946859,2606.3934692836,15.0674865944,0.420348854,False
16.79,1165.6145946859,2606.3934692836,17.4646740155,0.3742200718,False
16.79,1165.6145946859,2606.3934692836,23.3693097534,0.3948222862,False
16.79,1165.6145946859,2606.3934692836,16.7490709469,0.109269541,False
16.79,1165.6145946859,2606.3934692836,28.7213121904,0.4750261775,False
16.79,1165.6145946859,2606.3934692836,11.8823438755,0.3075340073,False
16.79,1165.6145946859,2606.3934692836,18.9124903685,0.4012756812,False
16.79,1165.6145946859,2606.3934692836,19.683860701,0.3139098105,False
16.79,1165.6145946859,2606.3934692836,12.4201403646,0.222896316,False
12.55,8214.0052596211,18367.0741280536,33.8146027452,0.4511365727,False
12.55,8214.0052596211,18367.0741280536,24.6626463861,0.4448858059,False
12.55,8214.0052596211,18367.0741280536,22.2803658855,0.4425068949,False
12.55,8214.0052596211,18367.0741280536,20.6950256675,0.4915366446,False
12.55,8214.0052596211,18367.0741280536,21.6421045674,0.3506489151,False
12.55,8214.0052596211,18367.0741280536,23.0737697647,0.1974230305,False
12.55,8214.0052596211,18367.0741280536,25.1545106348,0.1028837291,False
12.55,8214.0052596211,18367.0741280536,27.8281428387,0.1830714332,False
12.55,8214.0052596211,18367.0741280536,31.1800936847,0.3379467989,False
12.55,8214.0052596211,18367.0741280536,26.8141019345,0.4948392224,False
12.55,8214.0052596211,18367.0741280536,23.9983355378,0.4503740645,False
12.55,8214.0052596211,18367.0741280536,21.8763544634,0.4584634233,False
12.55,8214.0052596211,18367.0741280536,21.1484077907,0.4694318921,False
12.55,8214.0052596211,18367.0741280536,22.0426783675,0.3036960779,False
12.55,8214.0052596211,18367.0741280536,23.7671994005,0.1532928265,False
12.55,8214.0052596211,18367.0741280536,26.022405858,0.1158123625,False
12.55,8214.0052596211,18367.0741280536,28.9689725843,0.2401262519,False
