absolute_magnitude_h,estimated_diameter_min,estimated_diameter_max,relative_velocity,miss_distance,hazardous
16.59,1278.0709881794,2857.8536096394,30.0362079575,0.1382839197,True
16.59,1278.0709881794,2857.8536096394,20.4008446783,0.434642366,True
16.59,1278.0709881794,2857.8536096394,35.0199700315,0.202784449,True
16.59,1278.0709881794,2857.8536096394,36.4965075318,0.4499146514,True
16.59,1278.0709881794,2857.8536096394,27.7088208197,0.0586287896,True
16.59,1278.0709881794,2857.8536096394,39.8895572035,0.0890128114,True
16.59,1278.0709881794,2857.8536096394,32.5298227645,0.0989929779,True
16.59,1278.0709881794,2857.8536096394,24.2882130157,0.3932909082,True
16.59,1278.0709881794,2857.8536096394,21.9008196919,0.3067233649,True
16.59,1278.0709881794,2857.8536096394,39.3764904682,0.3366049614,True
16.59,1278.0709881794,2857.8536096394,32.2074077744,0.3884887047,True
16.59,1278.0709881794,2857.8536096394,34.1516823994,0.0847378579,True
16.59,1278.0709881794,2857.8536096394,31.2749099722,0.0834017543,True
16.59,1278.0709881794,2857.8536096394,20.9947849029,0.455768858,True
16.59,1278.0709881794,2857.8536096394,36.2348880311,0.0865162524,True
16.59,1278.0709881794,2857.8536096394,24.4508600902,0.1794458933,True
16.59,1278.0709881794,2857.8536096394,43.6468634704,0.4608004254,True
16.59,1278.0709881794,2857.8536096394,24.0501613678,0.0605293435,True
16.59,1278.0709881794,2857.8536096394,28.0049674026,0.3674215001,True
16.59,1278.0709881794,2857.8536096394,20.5164325303,0.4187383407,True
16.59,1278.0709881794,2857.8536096394,35.589998258,0.2204436992,True
16.59,1278.0709881794,2857.8536096394,38.6175768077,0.1117009119,True
16.59,1278.0709881794,2857.8536096394,35.9178424675,0.4388161211,True
16.59,1278.0709881794,2857.8536096394,28.1697435614,0.0435373916,True
16.59,1278.0709881794,2857.8536096394,23.8337421378,0.3989000168,True
16.59,1278.0709881794,2857.8536096394,40.9690419333,0.1480058307,True
16.59,1278.0709881794,2857.8536096394,22.1497146803,0.2909825449,True
16.59,1278.0709881794,2857.8536096394,39.9341095883,0.3527434788,True
16.59,1278.0709881794,2857.8536096394,31.6954488171,0.3823386513,True
16.59,1278.0709881794,2857.8536096394,31.7892748516,0.0988781802,True
16.59,1278.0709881794,2857.8536096394,20.5935336069,0.4668645629,True
16.59,1278.0709881794,2857.8536096394,35.4787607902,0.0959673105,True
16.59,1278.0709881794,2857.8536096394,24.849561004,0.1620988272,True
16.59,1278.0709881794,2857.8536096394,44.2344192004,0.4763976421,True
16.59,1278.0709881794,2857.8536096394,22.8117299688,0.0717150266,True
16.59,1278.0709881794,2857.8536096394,27.5180818836,0.3672278473,True
16.59,1278.0709881794,2857.8536096394,20.6270560667,0.4072695699,True
16.59,1278.0709881794,2857.8536096394,35.9826082248,0.2316447592,True
16.59,1278.0709881794,2857.8536096394,35.6259064791,0.4327086413,True
16.59,1278.0709881794,2857.8536096394,35.3307807185,0.0882881766,True
16.59,1278.0709881794,2857.8536096394,28.2663341365,0.039560603,True
16.59,1278.0709881794,2857.8536096394,29.7953506528,0.1408194587,True
16.59,1278.0709881794,2857.8536096394,23.8939447742,0.3969278581,True
16.59,1278.0709881794,2857.8536096394,21.980783726,0.3018156673,True
16.59,1278.0709881794,2857.8536096394,39.5328471856,0.3397291089,True
16.59,1278.0709881794,2857.8536096394,32.2340126719,0.3865147411,True
16.59,1278.0709881794,2857.8536096394,30.2688062224,0.1316707057,True
16.59,1278.0709881794,2857.8536096394,30.9442996328,0.0703481162,True
16.59,1278.0709881794,2857.8536096394,21.3729802715,0.4443234464,True
16.59,1278.0709881794,2857.8536096394,31.0204462461,0.1179887019,True
16.59,1278.0709881794,2857.8536096394,24.1521970773,0.0677742166,True
16.59,1278.0709881794,2857.8536096394,23.8650380259,0.2050573954,True
16.59,1278.0709881794,2857.8536096394,42.7538922974,0.4339080533,True
16.59,1278.0709881794,2857.8536096394,29.0536255741,0.3657602163,True
16.59,1278.0709881794,2857.8536096394,35.6059055347,0.0862727843,True
16.59,1278.0709881794,2857.8536096394,20.2156437077,0.4585300696,True
16.59,1278.0709881794,2857.8536096394,31.8118290267,0.1048828125,True
16.59,1278.0709881794,2857.8536096394,34.130237584,0.1721834835,True
16.59,1278.0709881794,2857.8536096394,37.7100053675,0.4686234046,True
16.59,1278.0709881794,2857.8536096394,26.2547642246,0.1069743047,True
16.59,1278.0709881794,2857.8536096394,32.3581424602,0.0966972542,True
16.59,1278.0709881794,2857.8536096394,26.1297563672,0.3722342462,True
16.59,1278.0709881794,2857.8536096394,20.8934132115,0.3783680852,True
16.59,1278.0709881794,2857.8536096394,36.9176664616,0.2597674133,True
16.59,1278.0709881794,2857.8536096394,34.9342042653,0.4204581999,True
16.59,1278.0709881794,2857.8536096394,32.3135782706,0.0968302299,True
14.69,3065.8787592885,6855.5133165417,28.6869570374,0.4856262772,False
14.69,3065.8787592885,6855.5133165417,28.2361543166,0.3833229577,False
14.69,3065.8787592885,6855.5133165417,11.3576534268,1.8495583089,False
14.69,3065.8787592885,6855.5133165417,27.9374269438,0.2750666699,False
14.69,3065.8787592885,6855.5133165417,27.8499348525,0.1881842482,False
14.69,3065.8787592885,6855.5133165417,27.9571276308,0.1578749236,False
14.69,3065.8787592885,6855.5133165417,11.1486205153,1.9226233319,False
14.69,3065.8787592885,6855.5133165417,28.2281235447,0.1298026765,False
14.69,3065.8787592885,6855.5133165417,28.8707324589,0.1849577952,False
14.69,3065.8787592885,6855.5133165417,29.2104915499,0.2377970722,False
14.69,3065.8787592885,6855.5133165417,30.3291377618,0.3521855568,False
14.69,3065.8787592885,6855.5133165417,31.8636803417,0.477847009,False
14.69,3065.8787592885,6855.5133165417,12.0654752012,1.9745349025,False
14.69,3065.8787592885,6855.5133165417,28.7177718588,0.4857770584,False
14.69,3065.8787592885,6855.5133165417,11.5815571611,1.8651908667,False
14.69,3065.8787592885,6855.5133165417,28.2327619199,0.380083038,False
14.69,3065.8787592885,6855.5133165417,27.8883432546,0.2877771653,False
14.69,3065.8787592885,6855.5133165417,27.869949135,0.2417052104,False
14.69,3065.8787592885,6855.5133165417,11.325313803,1.8670594864,False
14.69,3065.8787592885,6855.5133165417,27.9023658016,0.1746172573,False
14.69,3065.8787592885,6855.5133165417,28.1813696056,0.1507811295,False
14.69,3065.8787592885,6855.5133165417,11.2307009674,1.9751503057,False
14.69,3065.8787592885,6855.5133165417,28.3357217653,0.1726042363,False
14.69,3065.8787592885,6855.5133165417,28.8924213901,0.2375666858,False
14.69,3065.8787592885,6855.5133165417,29.8783860743,0.3349614905,False
15.27,2347.2263753125,5248.5577337793,11.7628245556,0.0338991068,True
15.27,2347.2263753125,5248.5577337793,8.1164556507,0.3488152199,True
15.27,2347.2263753125,5248.5577337793,8.5838550861,0.2816402317,True
15.27,2347.2263753125,5248.5577337793,7.0812786806,0.362321143,True
15.27,2347.2263753125,5248.5577337793,12.1053225559,0.08159949,True
15.27,2347.2263753125,5248.5577337793,20.0282100039,0.3111507531,True
15.27,2347.2263753125,5248.5577337793,22.2397728714,0.3917514555,True
15.27,2347.2263753125,5248.5577337793,10.5595659928,0.0664842348,True
15.27,2347.2263753125,5248.5577337793,7.6540792423,0.2736854552,True
15.27,2347.2263753125,5248.5577337793,7.7912273787,0.2707605137,True
15.27,2347.2263753125,5248.5577337793,7.9097865672,0.4334536285,True
15.27,2347.2263753125,5248.5577337793,14.9940478699,0.1470294501,True
15.27,2347.2263753125,5248.5577337793,16.7374334297,0.1916378833,True
15.27,2347.2263753125,5248.5577337793,9.1771139874,0.4614917476,True
15.27,2347.2263753125,5248.5577337793,7.9958940309,0.19365258,True
15.27,2347.2263753125,5248.5577337793,9.0553678383,0.1515042134,True
15.27,2347.2263753125,5248.5577337793,23.559510305,0.4363845612,True
15.27,2347.2263753125,5248.5577337793,18.7506273968,0.2726612158,True
15.27,2347.2263753125,5248.5577337793,13.1765361147,0.0606033436,True
15.27,2347.2263753125,5248.5577337793,8.454069734,0.3846923208,True
15.27,2347.2263753125,5248.5577337793,8.5330336531,0.2711269339,True
15.27,2347.2263753125,5248.5577337793,11.0596572992,0.089458832,True
15.27,2347.2263753125,5248.5577337793,21.4485046973,0.3621243386,True
15.27,2347.2263753125,5248.5577337793,20.526268823,0.3341984577,True
15.27,2347.2263753125,5248.5577337793,12.2172325812,0.0333047228,True
15.27,2347.2263753125,5248.5577337793,8.5411975532,0.3910836042,True
15.27,2347.2263753125,5248.5577337793,8.5006789472,0.2670865546,True
15.27,2347.2263753125,5248.5577337793,9.7438581725,0.1251026798,True
15.27,2347.2263753125,5248.5577337793,23.8467226331,0.4461748162,True
15.27,2347.2263753125,5248.5577337793,17.7053223156,0.2384221569,True
15.27,2347.2263753125,5248.5577337793,15.2835394746,0.1372576779,True
15.27,2347.2263753125,5248.5577337793,9.311843181,0.4729322766,True
15.27,2347.2263753125,5248.5577337793,8.3615367577,0.1704371785,True
15.27,2347.2263753125,5248.5577337793,7.7371198227,0.2453924676,True
15.27,2347.2263753125,5248.5577337793,8.079800115,0.454800719,True
15.27,2347.2263753125,5248.5577337793,13.743004165,0.1136385487,True
15.27,2347.2263753125,5248.5577337793,19.2045504108,0.2814463284,True
15.27,2347.2263753125,5248.5577337793,22.5440207322,0.4034958223,True
15.27,2347.2263753125,5248.5577337793,11.0130444381,0.0478814699,True
15.27,2347.2263753125,5248.5577337793,7.9256440787,0.3160576698,True
15.27,2347.2263753125,5248.5577337793,8.4039930071,0.2819782741,True
15.27,2347.2263753125,5248.5577337793,7.4145378299,0.3960265638,True
15.27,2347.2263753125,5248.5577337793,12.951693292,0.0965979136,True
15.27,2347.2263753125,5248.5577337793,19.2698532646,0.2843318934,True
15.27,2347.2263753125,5248.5577337793,22.8747569025,0.4149190754,True
15.27,2347.2263753125,5248.5577337793,10.2248449034,0.0783697227,True
15.27,2347.2263753125,5248.5577337793,7.7450099071,0.2685512476,True
15.27,2347.2263753125,5248.5577337793,7.6484847278,0.2698596046,True
15.27,2347.2263753125,5248.5577337793,7.8692347741,0.4388473063,True
15.27,2347.2263753125,5248.5577337793,15.0059270698,0.1508070517,True
15.27,2347.2263753125,5248.5577337793,16.6942665049,0.1900236685,True
15.27,2347.2263753125,5248.5577337793,9.1692524658,0.4558548464,True
15.27,2347.2263753125,5248.5577337793,8.011930523,0.1980369028,True
15.27,2347.2263753125,5248.5577337793,9.3905177867,0.1395654055,True
15.27,2347.2263753125,5248.5577337793,22.8446164462,0.4115762939,True
15.27,2347.2263753125,5248.5577337793,19.563451576,0.3029349866,True
15.27,2347.2263753125,5248.5577337793,12.3889905067,0.0336165226,True
15.27,2347.2263753125,5248.5577337793,8.4548300207,0.3749679219,True
15.27,2347.2263753125,5248.5577337793,8.6068345132,0.2728494597,True
15.27,2347.2263753125,5248.5577337793,10.6944284489,0.1005940648,True
15.27,2347.2263753125,5248.5577337793,22.3425591331,0.3934900654,True
15.27,2347.2263753125,5248.5577337793,19.4255565412,0.2984552242,True
15.27,2347.2263753125,5248.5577337793,13.5182942685,0.0705255305,True
15.27,2347.2263753125,5248.5577337793,8.9607821949,0.4286688152,True
15.27,2347.2263753125,5248.5577337793,8.0845101079,0.2319491582,True
15.27,2347.2263753125,5248.5577337793,8.6455592519,0.1750876897,True
15.27,2347.2263753125,5248.5577337793,15.8836922141,0.1803815525,True
15.27,2347.2263753125,5248.5577337793,17.2656871525,0.2107285332,True
15.27,2347.2263753125,5248.5577337793,24.4218435912,0.4683834171,True
15.27,2347.2263753125,5248.5577337793,9.8725113724,0.0936336119,True
15.27,2347.2263753125,5248.5577337793,7.8929540597,0.3014482501,True
15.27,2347.2263753125,5248.5577337793,8.2553477203,0.2804002782,True
15.27,2347.2263753125,5248.5577337793,7.505984218,0.4101468406,True
15.27,2347.2263753125,5248.5577337793,12.7193063601,0.0965580085,True
15.27,2347.2263753125,5248.5577337793,19.8591238935,0.3054393155,True
15.27,2347.2263753125,5248.5577337793,22.053770656,0.3885127998,True
12.85,7154.0995088377,15997.0528195591,8.3835244253,0.2465449326,False
12.85,7154.0995088377,15997.0528195591,13.4704689537,0.3931673467,False
12.85,7154.0995088377,15997.0528195591,6.5498711092,0.1665221654,False
12.85,7154.0995088377,15997.0528195591,15.8822129215,0.4829511011,False
12.85,7154.0995088377,15997.0528195591,6.2927094543,0.1501794507,False
12.85,7154.0995088377,15997.0528195591,15.941099741,0.4864356447,False
12.85,7154.0995088377,15997.0528195591,7.3196223177,0.2007326472,False
12.85,7154.0995088377,15997.0528195591,13.8788348043,0.4076691503,False
12.85,7154.0995088377,15997.0528195591,10.4527125366,0.3215714182,False
12.85,7154.0995088377,15997.0528195591,10.5006091166,0.2839979787,False
12.85,7154.0995088377,15997.0528195591,13.6383470204,0.4353017841,False
12.85,7154.0995088377,15997.0528195591,7.8319804836,0.1774764523,False
12.85,7154.0995088377,15997.0528195591,6.9712963027,0.140738084,False
12.85,7154.0995088377,15997.0528195591,15.2814644845,0.4865475559,False
12.85,7154.0995088377,15997.0528195591,7.3142004644,0.1569506676,False
12.85,7154.0995088377,15997.0528195591,12.5975146308,0.3972842236,False
12.85,7154.0995088377,15997.0528195591,9.5732097227,0.2494419084,False
12.85,7154.0995088377,15997.0528195591,9.2149374944,0.2713611019,False
12.85,7154.0995088377,15997.0528195591,12.8670483115,0.3757831079,False
12.85,7154.0995088377,15997.0528195591,6.7938041168,0.1664709499,False
12.85,7154.0995088377,15997.0528195591,15.5926364263,0.4731837124,False
14.33,3618.7199659945,8091.7038354994,17.0091050498,0.200265521,False
14.33,3618.7199659945,8091.7038354994,21.1757845377,0.2979162853,False
14.33,3618.7199659945,8091.7038354994,16.13510677,0.1770328093,False
14.33,3618.7199659945,8091.7038354994,22.1491220196,0.330451006,False
14.33,3618.7199659945,8091.7038354994,15.1884758677,0.1544011807,False
14.33,3618.7199659945,8091.7038354994,23.067397913,0.3615957861,False
14.33,3618.7199659945,8091.7038354994,14.3509901239,0.1383489049,False
14.33,3618.7199659945,8091.7038354994,23.8390771662,0.387208239,False
14.33,3618.7199659945,8091.7038354994,13.7183210739,0.1291297358,False
14.33,3618.7199659945,8091.7038354994,24.4494668245,0.4075881864,False
14.33,3618.7199659945,8091.7038354994,13.2807711453,0.1246549539,False
14.33,3618.7199659945,8091.7038354994,24.7591085551,0.4181965912,False
14.33,3618.7199659945,8091.7038354994,13.0971703338,0.1236475146,False
14.33,3618.7199659945,8091.7038354994,24.826336616,0.4201543664,False
14.33,3618.7199659945,8091.7038354994,13.1963135238,0.1243789467,False
14.33,3618.7199659945,8091.7038354994,24.6880377189,0.4156481341,False
14.33,3618.7199659945,8091.7038354994,13.4823445637,0.127080422,False
14.33,3618.7199659945,8091.7038354994,24.2141296231,0.4000920516,False
14.33,3618.7199659945,8091.7038354994,14.1138712711,0.1354996512,False
14.33,3618.7199659945,8091.7038354994,23.3996467216,0.3728581655,False
14.33,3618.7199659945,8091.7038354994,15.11557597,0.1538745002,False
14.33,3618.7199659945,8091.7038354994,22.3001100674,0.3365706614,False
14.33,3618.7199659945,8091.7038354994,16.3159356398,0.1825687294,False
14.33,3618.7199659945,8091.7038354994,20.918418518,0.2908551993,False
14.33,3618.7199659945,8091.7038354994,17.6771632144,0.2207542925,False
14.33,3618.7199659945,8091.7038354994,19.4763194888,0.2425495034,False
14.33,3618.7199659945,8091.7038354994,19.0951244367,0.2633741772,False
14.33,3618.7199659945,8091.7038354994,18.086623984,0.1963412828,False
14.33,3618.7199659945,8091.7038354994,20.3147403294,0.3017052275,False
14.33,3618.7199659945,8091.7038354994,16.8898917142,0.1565500262,False
14.33,3618.7199659945,8091.7038354994,21.2227102716,0.3311603493,False
14.33,3618.7199659945,8091.7038354994,16.1740882306,0.133062927,False
14.33,3618.7199659945,8091.7038354994,21.6298639923,0.3439256193,False
14.33,3618.7199659945,8091.7038354994,16.0339161308,0.1288055694,False
14.33,3618.7199659945,8091.7038354994,21.4788164893,0.3391579671,False
14.33,3618.7199659945,8091.7038354994,16.3307870561,0.1383545027,False
14.33,3618.7199659945,8091.7038354994,20.8819754474,0.3203992123,False
14.33,3618.7199659945,8091.7038354994,17.1581550199,0.1653525212,False
14.33,3618.7199659945,8091.7038354994,19.9200613109,0.289718901,False
14.33,3618.7199659945,8091.7038354994,18.2992699852,0.2034301201,False
14.33,3618.7199659945,8091.7038354994,18.7172382704,0.2529585095,False
14.33,3618.7199659945,8091.7038354994,19.5055233881,0.2435466549,False
